product_name,description,url,category,source
Docker2SaaS,It is an open source tool that lets you create a SaaS website from docker images in 10 minutes. It enables multi-tenancy through virtualization technology (calling cloud platform api ) with tenant management and subscription managment. It helps web application and service developers to quickly build websites for sale or subscription. All you need to do is make an image of your application and then set up and configure a Docker2SaaS site to start selling your application as a service., https://github.com/easychen/docker2saas,Containers And Microservices,ts
Constate,It is a lightweight solution to state management that takes advantage of hooks. You can write local state using React Hooks and lift it up to React Context only when needed with minimum effort.,https://github.com/diegohaz/constate,Containers And Microservices,ts
Mmock,"It is a tool for tests easily and frequently without dependencies.

Decoupe your project tests from your external APIs or from your still work in progress backend.

Don't get stuck and invest the time where really matters instead of complex mocks, or stubs for your API dependencies.",https://github.com/jmartin82/mmock,Debugging Tools,ts
Coupler.io,"Coupler.io is an iPaaS to set up an automatic data export from HubSpot, Shopify, Salesforce, and 15 more platforms, to import data to services, to back up important records, and more.

No coding skills are required to use Coupler.io. ",https://www.coupler.io/,Customer Data Integration,ts
Scripts Complete,It offers accurate transcription service at an affordable cost. We transcribe your file with native transcription.,https://scriptscomplete.com/,Personalization Behavioral Targeting,ts
Memcached Cloud,"Memcached Cloud is a fully-managed service for running your Memcached in a reliable and fail-safe manner. Your dataset is constantly replicated, so if a node fails, an auto-switchover mechanism guarantees data is served without interruption. Memcached Cloud provides various data persistence options as well as remote backups for disaster recovery purposes. ",https://redislabs.com/memcached-cloud,NoSQL Databases,ts
TechSmith Camtasia,It makes it simple to record and create professional-looking videos on Windows and Mac.,https://www.techsmith.com/video-editor.html,Video Editors,ts
Zookeeper,"A centralized service for maintaining configuration information, naming, providing distributed synchronization, and providing group services. All of these kinds of services are used in some form or another by distributed applications.",http://zookeeper.apache.org/,Containers And Microservices,ts
Modulus,"Modulus is a premier Node.js hosting platform that provides a complete technology stack for application developers. This includes custom SSL, WebSockets, MongoDB, statistics, and more.",https://modulus.io/,Platform-as-a-Service (PaaS),ts
Gleam,"Our competitions app allows you to create beautiful giveaways that drive real user action. Simply set it up, choose your prize, choose how you would like people to enter then deploy your competition to the location of your choice.",https://gleam.io/app/competitions,Promotional Marketing,ts
Mysos,Mysos is an Apache Mesos framework for running MySQL instances. It dramatically simplifies the management of a MySQL cluster.,https://github.com/twitter/mysos,Cluster Management,ts
Imply,"It is a complete analytics platform built around Apache Druid.
While traditional business intelligence workflows focus on using static reports and dashboards, it provides rapid, dynamic access to streaming and batch data. Leverage the power of Druid to instantly create ad-hoc views on real-time and historical data and explain any pattern or anomaly.",https://imply.io,Analytics,ts
React,"Lots of people use React as the V in MVC. Since React makes no assumptions about the rest of your technology stack, it's easy to try it out on a small feature in an existing project.",http://facebook.github.io/react/index.html,JavaScript MVC Framework,ts
Rex,Rex is an automation framework that combines Perl and Secure Shell (SSH) for a portable and highly flexible approach to data center infrastructure management and software deployment.,https://www.rexify.org,Configuration Management,ts
Spryker,"Spryker is a commerce framework for customer-oriented, data-driven business models for online companies and digital transformation projects as well as E-Commerce platforms.",https://spryker.com,Ecommerce Platform,ts
dbForge Data Compare for PostgreSQL,"is a GUI tool for table data comparison and synchronization. This PostgreSQL compare tool helps to custom-tailor the detection of data differences between two PostgreSQL tables, and establish smart management, and safe deployment of table data inconsistencies. The PostgreSQL diff tool also delivers the generation of the PostgreSQL data synchronization scripts with multiple options to keep PostgreSQL data in sync.",https://www.devart.com/dbforge/postgresql/datacompare/,Database Tools,ts
Enpass,"An offline password manager that securely manages all your passwords, credit cards, and other credentials. You store all your passwords locally on your device, and can optionally sync them across devices using your own trusted cloud accounts. None of your secured-data reaches our servers. Total peace of mind.",https://www.enpass.io/,Password Management,ts
Stadia Maps,"We enable devs to contextualize their data on a map and build complicated apps involving routing, time zones, and more with our APIs. We hate billing surprises as much as you, and if you send us an email, you'll get a real human reply.",https://stadiamaps.com,Mapping And GIS,ts
